tileset,metatile_id,behavior,layer_type,tile_0,tile_1,tile_2,tile_3,tile_4,tile_5,tile_6,tile_7
gTileset_Cave,142,0,1,25320,25321,25336,25337,13513,0,13513,0
gTileset_Cave,143,0,0,45871,45868,45853,45854,0,0,0,0
gTileset_Cave,144,21,1,16840,16841,16841,16840,0,26178,0,0
gTileset_Cave,145,21,1,16840,16841,16841,16840,25153,25153,0,0
gTileset_Cave,146,21,1,16840,16841,16841,16840,25154,0,0,0
gTileset_Cave,147,21,1,16840,16841,16841,16840,0,0,0,0
gTileset_Cave,148,18,1,16844,16845,16845,16844,0,0,0,0
gTileset_Cave,149,0,1,25320,25321,25336,25337,0,12505,0,12521
gTileset_Cave,150,0,1,25320,25321,25336,25337,13529,0,13545,0
gTileset_Cave,151,0,1,16832,16833,25117,25117,41634,41635,41650,41651
gTileset_Cave,152,8,1,25282,25283,25298,25299,21254,21255,21256,21257
gTileset_Cave,153,8,1,25282,25283,25298,25299,23309,21255,21259,21257
gTileset_Cave,154,8,1,25282,25283,25298,25299,23309,24332,21259,22282
gTileset_Cave,155,8,1,25256,25257,25266,25267,0,0,23308,23309
gTileset_Cave,156,8,1,25256,25257,25266,25267,0,0,21255,23309
gTileset_Cave,157,8,1,25256,25257,25266,25267,0,0,21255,22278
gTileset_Cave,158,8,1,25282,25283,25298,25299,21258,21259,21263,21257
gTileset_Cave,159,8,1,25282,25283,25298,25299,21257,22280,21259,21257
gTileset_Cave,160,8,1,25282,25283,25298,25299,21258,21259,21256,21257
gTileset_Cave,161,8,1,25282,25283,25298,25299,21257,21259,21259,21257
gTileset_Cave,162,8,1,25282,25283,25298,25299,21257,22280,21259,22282
gTileset_Cave,163,0,1,16832,16833,16833,16832,25280,25281,25296,25297
gTileset_Cave,164,8,0,25256,25257,0,0,25256,25257,25266,25267
gTileset_Cave,165,0,1,16832,16833,16833,16832,25284,25285,25300,25301
gTileset_Cave,166,23,1,16840,16841,16833,16832,0,0,0,0
gTileset_Cave,167,0,1,16832,16833,16833,16832,41636,41637,41652,41653
gTileset_Cave,168,8,1,25282,25283,25298,25299,21258,21259,21260,21261
gTileset_Cave,169,8,1,25282,25283,25298,25299,21257,21259,23303,21261
gTileset_Cave,170,8,1,25282,25283,25298,25299,21257,22280,23303,24326
gTileset_Cave,171,0,1,16832,16833,16833,16832,25312,25313,25328,25329
gTileset_Cave,172,0,1,16832,16833,16833,16832,25314,25315,25490,25491
gTileset_Cave,173,0,1,16832,16833,16833,16832,25316,25317,25332,25333
gTileset_Cave,174,21,1,16832,16833,16841,16840,0,0,0,0
gTileset_Cave,175,0,1,16832,16833,16833,25117,41632,41633,41648,41649
gTileset_Cave,176,8,1,16832,16833,16833,16832,21254,21255,21256,21257
gTileset_Cave,177,8,1,16832,16833,16833,16832,23309,21255,21259,21257
gTileset_Cave,178,8,1,16832,16833,16833,16832,23309,24332,21259,22282
gTileset_Cave,179,0,1,16840,16841,16841,16840,25312,25313,25328,25329
gTileset_Cave,180,0,1,16840,16841,16841,16840,25314,25315,25490,25491
gTileset_Cave,181,0,1,16840,16841,16841,16840,25316,25317,25332,25333
gTileset_Cave,182,0,1,16838,16839,16839,16838,41632,41633,41648,41649
gTileset_Cave,183,0,1,16838,16839,16839,16838,41636,41637,41652,41653
gTileset_Cave,184,8,1,16832,16833,16833,16832,21258,21259,21256,21257
gTileset_Cave,185,0,0,0,0,0,0,0,0,0,0
gTileset_Cave,186,8,1,16832,16833,16833,16832,21257,22280,21259,22282
gTileset_Cave,187,8,0,25290,25291,25306,25307,12605,12605,12621,12621
gTileset_Cave,188,8,0,25091,25092,25107,25108,12605,12605,12621,12621
gTileset_Cave,189,8,0,25286,25287,25302,25303,12605,12605,12621,12621
gTileset_Cave,190,112,0,16840,16841,16841,16840,12605,12605,12621,12621
gTileset_Cave,191,112,0,16838,16839,16839,16838,12605,12605,12621,12621
gTileset_Cave,192,8,1,16832,16833,16833,16832,21258,21259,21260,21261
gTileset_Cave,193,8,1,16832,16833,16833,16832,21257,21259,23303,21261
gTileset_Cave,194,8,1,16832,16833,16833,16832,21257,22280,23303,24326
gTileset_Cave,195,8,0,25290,25291,25306,25307,12621,12621,12606,12606
gTileset_Cave,196,8,0,25091,25092,25107,25108,12621,12621,12606,12606
gTileset_Cave,197,8,0,25286,25287,25302,25303,12621,12621,12606,12606
gTileset_Cave,198,112,0,16840,16841,16841,16840,12621,12621,12606,12606
gTileset_Cave,199,112,0,16838,16839,16839,16838,12621,12621,12606,12606
gTileset_Cave,200,33,0,20727,20728,20743,20744,0,0,0,0
gTileset_Cave,201,33,0,22824,20728,20760,20744,0,0,0,0
gTileset_Cave,202,33,0,23848,23847,23832,23831,3072,3072,3072,3072
gTileset_Cave,203,33,0,20759,20760,20775,20776,0,0,0,0
gTileset_Cave,204,33,0,20744,20760,20776,20776,0,0,0,0
gTileset_Cave,205,33,0,23816,23815,23800,23799,3072,3072,3072,3072
gTileset_Cave,206,33,0,20759,20760,20743,20744,0,0,0,0
gTileset_Cave,207,33,0,23816,23815,23832,23831,3072,3072,3072,3072
gTileset_Cave,208,0,1,25091,25092,25107,25108,37536,37537,37552,37553
gTileset_Cave,209,50,1,25091,25092,25107,25108,37538,37539,37554,37555
gTileset_Cave,210,0,1,25091,25092,25107,25108,37540,37541,37556,37557
gTileset_Cave,211,0,0,37484,37485,37500,37501,36864,36864,36864,36864
gTileset_Cave,212,0,0,37486,37487,37502,37503,36864,36864,36864,36864
gTileset_Cave,213,0,1,37379,37380,37395,37396,37504,37505,37520,37521
gTileset_Cave,214,0,1,37379,37380,37395,37396,37383,37384,37399,37400
gTileset_Cave,215,0,1,37379,37380,37395,37396,37658,37659,37674,37675
gTileset_Cave,216,0,1,25091,25092,25107,25108,37568,37569,37584,37585
gTileset_Cave,217,8,1,25091,25092,25107,25108,37570,37571,37586,37587
gTileset_Cave,218,0,1,25091,25092,25107,25108,37572,37573,37588,37589
gTileset_Cave,219,8,1,37574,37575,37590,37591,37538,37539,37554,37555
gTileset_Cave,220,8,1,37578,37579,37594,37595,37538,37539,37554,37555
gTileset_Cave,221,8,0,37379,37380,37395,37396,36864,36864,36864,36864
gTileset_Cave,222,101,0,37379,37380,37395,37396,36864,36864,36864,36864
gTileset_Cave,223,0,1,37379,37380,37395,37396,37690,37691,37706,37707
gTileset_Cave,224,0,1,25091,25092,25107,25108,37600,37601,37616,37617
gTileset_Cave,225,0,1,25091,25092,25107,25108,37602,37603,37618,37619
gTileset_Cave,226,0,1,25091,25092,25107,25108,37604,37605,37620,37621
gTileset_Cave,227,0,0,37608,37609,37624,25203,0,0,0,0
gTileset_Cave,228,0,0,37608,37609,25202,37625,0,0,0,0
gTileset_Cave,229,0,1,41640,41552,41650,41651,0,0,0,0
gTileset_Cave,230,0,1,41553,41554,41650,41651,0,0,0,0
gTileset_Cave,231,0,1,41555,41641,41650,41651,0,0,0,0
gTileset_Cave,232,0,1,25091,25092,25107,25108,41632,41633,41648,41649
gTileset_Cave,233,50,1,25091,25092,25107,25108,41634,41635,41650,41651
gTileset_Cave,234,0,1,25091,25092,25107,25108,41636,41637,41652,41653
gTileset_Cave,235,0,0,41580,41581,41596,41597,40960,40960,40960,40960
gTileset_Cave,236,0,0,41582,41583,41598,41599,40960,40960,40960,40960
gTileset_Cave,237,0,1,41475,41476,41491,41492,41600,41601,41616,41617
gTileset_Cave,238,0,1,41475,41476,41491,41492,41479,41480,41495,41496
gTileset_Cave,239,0,1,41475,41476,41491,41492,41754,41755,41770,41771
gTileset_Cave,240,0,1,25091,25092,25107,25108,41664,41665,41680,41681
gTileset_Cave,241,8,1,25091,25092,25107,25108,41666,41667,41682,41683
gTileset_Cave,242,0,1,25091,25092,25107,25108,41668,41669,41684,41685
gTileset_Cave,243,8,1,41670,41671,41686,41687,41634,41635,41650,41651
gTileset_Cave,244,8,1,41674,41675,41690,41691,41634,41635,41650,41651
gTileset_Cave,245,8,0,41475,41476,41491,41492,40960,40960,40960,40960
gTileset_Cave,246,101,0,41475,41476,41491,41492,40960,40960,40960,40960
gTileset_Cave,247,0,1,41475,41476,41491,41492,41786,41787,41802,41803
gTileset_Cave,248,0,1,25091,25092,25107,25108,41696,41697,41712,41713
gTileset_Cave,249,0,1,25091,25092,25107,25108,41698,41699,41714,41715
gTileset_Cave,250,0,1,25091,25092,25107,25108,41700,41701,41716,41717
gTileset_Cave,251,50,1,20744,20760,20760,20744,41634,41635,41650,41651
gTileset_Cave,252,0,1,20744,20760,20760,20744,41632,41633,41648,41649
gTileset_Cave,253,0,1,20744,20760,20760,20744,41636,41637,41652,41653
gTileset_Cave,254,0,0,41577,41578,41593,41594,0,0,0,0
gTileset_Cave,255,0,0,41579,41705,41595,41721,0,0,0,0
gTileset_Cave,256,0,1,37379,37380,37395,37396,37536,37537,37552,37553
gTileset_Cave,257,0,1,37379,37380,37395,37396,37540,37541,37556,37557
gTileset_Cave,258,0,1,41475,41476,41491,41492,41632,41633,41648,41649
gTileset_Cave,259,0,1,41475,41476,41491,41492,41636,41637,41652,41653
gTileset_Cave,260,0,1,20744,20760,20760,20744,41664,41665,41680,41681
gTileset_Cave,261,0,1,20744,20760,20760,20744,41668,41669,41684,41685
gTileset_Cave,262,96,0,41609,41610,41625,41626,0,0,0,0
gTileset_Cave,263,0,0,41611,41705,41627,41721,0,0,0,0
gTileset_Cave,264,0,1,37379,37380,37395,37396,37568,37569,37584,37585
gTileset_Cave,265,0,1,37379,37380,37395,37396,37572,37573,37588,37589
gTileset_Cave,266,0,1,41475,41476,41491,41492,41664,41665,41680,41681
gTileset_Cave,267,0,1,41475,41476,41491,41492,41668,41669,41684,41685
gTileset_Cave,268,0,1,20744,20760,20760,20744,41696,41697,41712,41713
gTileset_Cave,269,0,1,20744,20760,20760,20744,41700,41701,41716,41717
gTileset_Cave,270,0,0,41704,41576,41720,41592,0,0,0,0
gTileset_Cave,271,0,1,29378,29379,29394,29395,29504,29505,29520,29521
gTileset_Cave,272,0,1,37379,37380,37395,37396,37600,37601,37616,37617
gTileset_Cave,273,0,1,37379,37380,37395,37396,37604,37605,37620,37621
gTileset_Cave,274,0,1,41475,41476,41491,41492,41696,41697,41712,41713
gTileset_Cave,275,0,1,41475,41476,41491,41492,41700,41701,41716,41717
gTileset_Cave,276,0,1,25282,25283,25298,25299,41632,41633,41648,41649
gTileset_Cave,277,0,1,25282,25283,25298,25299,41636,41637,41652,41653
gTileset_Cave,278,0,0,41704,41608,41720,41624,0,0,0,0
gTileset_Cave,279,0,1,29378,29379,29394,29395,29508,29509,29524,29525
gTileset_Cave,280,0,1,29187,29188,29203,29204,29504,29505,29520,29521
gTileset_Cave,281,50,1,29187,29188,29203,29204,29506,29507,29522,29523
gTileset_Cave,282,0,1,29187,29188,29203,29204,29508,29509,29524,29525
gTileset_Cave,283,8,0,29187,29188,29203,29204,0,0,0,0
gTileset_Cave,284,0,0,29292,29293,29308,29309,40960,40960,40960,40960
gTileset_Cave,285,0,0,29294,29295,29310,29311,40960,40960,40960,40960
gTileset_Cave,286,0,0,29324,29325,29340,29341,0,0,0,0
gTileset_Cave,287,0,0,29326,29327,29342,29343,0,0,0,0
gTileset_Cave,288,0,1,29187,29188,29203,29204,29536,29537,29552,29553
gTileset_Cave,289,8,1,29187,29188,29203,29204,29538,29539,29554,29555
gTileset_Cave,290,0,1,29187,29188,29203,29204,29540,29541,29556,29557
gTileset_Cave,291,101,0,29378,29379,29394,29395,40960,40960,40960,40960
gTileset_Cave,292,8,1,29382,29383,29398,29399,29346,29347,29362,29363
gTileset_Cave,293,8,1,29386,29387,29402,29403,29346,29347,29362,29363
gTileset_Cave,294,0,0,29356,29357,29372,29373,0,0,0,0
gTileset_Cave,295,0,0,29358,29359,29374,29375,0,0,0,0
gTileset_Cave,296,0,1,29187,29188,29203,29204,29568,29569,29584,29585
gTileset_Cave,297,0,1,29187,29188,29203,29204,29570,29571,29586,29587
gTileset_Cave,298,0,1,29187,29188,29203,29204,29572,29573,29588,29589
gTileset_Cave,299,8,1,29538,29539,29554,29555,0,0,0,0
gTileset_Cave,300,0,1,29187,29188,29203,29204,29466,29467,29482,29483
gTileset_Cave,301,0,0,29416,29288,29432,29304,0,0,0,0
gTileset_Cave,302,0,0,29289,29290,29305,29306,0,0,0,0
gTileset_Cave,303,0,0,29291,29417,29307,29433,0,0,0,0
gTileset_Cave,304,0,1,29187,29188,29203,29204,29312,29313,29328,29329
gTileset_Cave,305,0,1,29187,29188,29203,29204,29191,29192,29207,29208
gTileset_Cave,306,50,1,29187,29188,29203,29204,29346,29347,29362,29363
gTileset_Cave,307,8,0,29378,29379,29394,29395,0,0,0,0
gTileset_Cave,308,0,1,29187,29188,29203,29204,29498,29499,29514,29515
gTileset_Cave,309,0,0,29416,29320,29432,29336,0,0,0,0
gTileset_Cave,310,96,0,29321,29322,29337,29338,0,0,0,0
gTileset_Cave,311,0,0,29323,29417,29339,29433,0,0,0,0
gTileset_Cave,312,0,1,29352,29264,29362,29363,0,0,0,0
gTileset_Cave,313,0,1,29265,29266,29362,29363,0,0,0,0
gTileset_Cave,314,0,1,29267,29353,29362,29363,0,0,0,0
gTileset_Cave,315,101,0,29187,29188,29203,29204,0,0,0,0
gTileset_Cave,316,97,1,29378,29379,29394,29395,29259,29260,29275,29276
gTileset_Cave,317,97,0,29257,29258,29273,29274,25145,25146,0,0
gTileset_Cave,318,0,1,16838,16839,16839,16838,29504,29505,29520,29521
gTileset_Cave,319,0,1,16838,16839,16839,16838,29508,29509,29524,29525
gTileset_Cave,320,0,1,29416,29417,29432,29433,29195,29196,29211,29212
gTileset_Cave,321,97,1,29187,29188,29203,29204,29227,29228,29243,29244
gTileset_Cave,322,8,1,16838,16839,16839,16838,29346,29347,29362,29363
gTileset_Cave,323,0,1,16840,16833,16833,16832,25280,25281,25296,25297
gTileset_Cave,324,0,1,16838,16839,16839,16838,29568,29569,29584,29585
gTileset_Cave,325,0,1,16838,16839,16839,16838,29572,29573,29588,29589
gTileset_Cave,326,0,1,16838,16839,16839,16838,29536,29537,29552,29553
gTileset_Cave,327,0,1,16838,16839,16839,16838,29540,29541,29556,29557
gTileset_Cave,328,0,0,31420,31421,31404,31405,2048,2048,2048,2048
gTileset_Cave,329,0,0,31422,31423,31406,31407,2048,2048,2048,2048
gTileset_Cave,330,0,0,31388,31389,31372,31373,2048,2048,2048,2048
gTileset_Cave,331,0,0,31390,31391,31374,31375,2048,2048,2048,2048
gTileset_Cave,332,0,0,32415,32414,32399,32398,3072,3072,3072,3072
gTileset_Cave,333,0,0,30349,30348,30365,30364,1024,1024,1024,1024
gTileset_Cave,334,0,0,30383,30382,30399,30398,1024,1024,1024,1024
gTileset_Cave,335,0,0,30381,30380,30397,30396,1024,1024,1024,1024
gTileset_Cave,336,57,1,25091,25092,25107,25108,25120,25092,25136,25108
gTileset_Cave,337,56,1,25091,25092,25107,25108,25091,25122,25107,25138
gTileset_Cave,338,57,0,25117,25092,25133,25092,0,0,0,0
gTileset_Cave,339,56,0,25092,25119,25092,25135,0,0,0,0
gTileset_Cave,340,0,0,16838,16839,16839,16838,25248,25249,25264,25265
gTileset_Cave,341,8,0,16838,16839,16839,16838,25250,25251,25266,25267
gTileset_Cave,342,0,0,16838,16839,16839,16838,25252,25253,25268,25269
gTileset_Cave,343,8,1,25282,25283,25298,25299,12542,13566,0,0
gTileset_Cave,344,8,1,25091,25092,25107,25108,33500,33501,33516,33517
gTileset_Cave,345,8,1,25282,25283,25298,25299,29444,29445,29460,29461
gTileset_Cave,346,8,1,25091,25092,25107,25108,33502,33503,33518,33519
gTileset_Cave,347,8,1,25282,25283,25298,25299,29191,32532,29460,29461
gTileset_Cave,348,0,0,16840,16841,16841,16840,25248,25249,25264,25265
gTileset_Cave,349,8,0,16840,16841,16841,16840,25250,25251,25266,25267
gTileset_Cave,350,0,0,16840,16841,16841,16840,25252,25253,25268,25269
gTileset_Cave,351,0,1,33464,33464,33464,33464,0,0,0,0
gTileset_Cave,352,0,1,33696,33697,33698,33699,25248,25249,25264,25265
gTileset_Cave,353,8,1,33696,33697,33698,33699,25250,25251,25266,25267
gTileset_Cave,354,0,1,33696,33697,33698,33699,25252,25253,25268,25269
gTileset_Cave,355,0,0,45639,45640,45655,45656,0,0,0,0
gTileset_Cave,356,8,1,33696,33697,33698,33699,0,0,0,0
gTileset_Cave,357,21,1,25133,33697,33698,33699,25138,25153,25138,0
gTileset_Cave,358,21,1,33696,33697,33698,33699,25153,25153,0,0
gTileset_Cave,359,21,1,33696,25133,33698,33699,25153,25136,0,25136
gTileset_Cave,360,0,1,33696,33697,33698,33699,29504,29505,29520,29521
gTileset_Cave,361,8,1,33696,33697,33698,33699,29346,29347,29362,29363
gTileset_Cave,362,0,1,33696,33697,33698,33699,29508,29509,29524,29525
gTileset_Cave,363,0,1,33696,33697,33698,33699,29536,29537,29552,29553
gTileset_Cave,364,8,1,33696,33697,33698,33699,29570,29571,29586,29587
gTileset_Cave,365,0,1,33696,33697,33698,33699,29540,29541,29556,29557
gTileset_Cave,366,0,1,33696,33697,33698,33699,29568,29569,29584,29585
gTileset_Cave,367,0,1,33696,33697,33698,33699,29572,29573,29588,29589
gTileset_Cave,368,21,1,33696,33697,33698,33699,0,25136,0,25136
gTileset_Cave,369,21,1,33696,33697,33698,33699,25138,0,25138,0
gTileset_Cave,370,21,1,33696,33697,33698,33699,0,26178,0,0
gTileset_Cave,371,21,1,33696,33697,33698,33699,25154,0,0,0
gTileset_Cave,372,21,1,16840,16841,16839,16838,12444,0,0,0
gTileset_Cave,373,21,1,16840,16841,16839,16838,0,0,0,0
gTileset_Cave,374,21,1,16840,16841,16839,16838,0,12447,0,0
gTileset_Cave,375,0,1,45800,45801,45816,45817,45579,45580,45595,45596
gTileset_Cave,376,0,0,45734,45735,45750,45751,0,0,0,0
gTileset_Cave,377,8,0,45736,45737,45746,45747,0,0,0,0
gTileset_Cave,378,0,0,45738,45739,45754,45755,0,0,0,0
gTileset_Cave,379,0,0,45676,45677,45692,45693,45056,45056,45056,45056
gTileset_Cave,380,0,0,45678,45679,45694,45695,45056,45056,45056,45056
gTileset_Cave,381,0,0,45846,45847,45862,45863,0,0,0,0
gTileset_Cave,382,0,0,45848,45849,45864,45865,0,0,0,0
gTileset_Cave,383,97,1,45571,45572,45587,45588,45611,45612,45627,45628
gTileset_Cave,384,0,0,45766,45767,45782,45783,0,0,0,0
gTileset_Cave,385,8,0,45762,45763,45778,45779,0,0,0,0
gTileset_Cave,386,0,0,45770,45771,45786,45787,0,0,0,0
gTileset_Cave,387,8,0,45880,45881,45746,45747,0,0,0,0
gTileset_Cave,388,8,0,45880,45881,45746,45747,0,0,0,0
gTileset_Cave,389,8,0,45571,45572,45587,45588,0,0,0,0
gTileset_Cave,390,101,0,45571,45572,45587,45588,0,0,0,0
gTileset_Cave,391,8,0,45571,45572,45853,45854,0,0,0,0
gTileset_Cave,392,0,0,45798,45799,45814,45815,0,0,0,0
gTileset_Cave,393,0,0,45800,45801,45816,45817,0,0,0,0
gTileset_Cave,394,0,0,45802,45803,45818,45819,0,0,0,0
gTileset_Cave,395,97,1,45762,45763,45778,45779,45643,45644,45659,45660
gTileset_Cave,396,8,0,45571,45868,45587,45884,0,0,0,0
gTileset_Cave,397,32,1,45869,45870,45885,45886,45056,45056,45056,45056
gTileset_Cave,398,8,0,45871,45572,45887,45588,0,0,0,0
gTileset_Cave,399,8,0,45901,45902,45587,45588,0,0,0,0
gTileset_Cave,400,8,0,41670,41671,41686,41687,41634,41635,41650,41651
gTileset_Cave,401,50,0,20744,20760,20760,20744,41634,41635,41650,41651
gTileset_Cave,402,0,1,16832,16841,16833,16832,25284,25285,25300,25301
gTileset_Cave,403,21,0,16832,16839,16833,16838,12605,12605,12621,12621
gTileset_Cave,404,21,0,16838,16833,16839,16832,12605,12605,12621,12621
gTileset_Cave,405,21,0,16838,16839,16839,16838,12605,12605,12621,12621
gTileset_Cave,406,0,0,0,0,0,0,0,0,0,0
gTileset_Cave,407,0,0,0,0,0,0,0,0,0,0
gTileset_Cave,408,0,0,0,0,0,0,0,0,0,0
gTileset_Cave,409,0,0,0,0,0,0,0,0,0,0
gTileset_Cave,410,0,0,0,0,0,0,0,0,0,0
gTileset_Cave,411,21,0,16832,16839,16833,16838,12621,12621,12606,12606
gTileset_Cave,412,21,0,16838,16833,16839,16832,12621,12621,12606,12606
gTileset_Cave,413,21,0,16838,16839,16839,16838,12621,12621,12606,12606
gTileset_Contest,0,0,0,4096,4096,4096,4096,4096,4096,4096,4096
gTileset_Contest,1,0,0,45569,45569,45569,45569,4096,4096,4096,4096
gTileset_Contest,2,0,0,25104,25105,25104,25105,4096,4096,4096,4096
gTileset_Contest,3,0,0,25104,25104,25104,25104,4096,4096,4096,4096
gTileset_Contest,4,101,0,4105,4106,6153,6154,4096,4096,6144,6144
gTileset_Contest,5,101,0,5130,5129,7178,7177,4096,4096,6144,6144
gTileset_Contest,6,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,7,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,8,0,0,26145,26144,26161,26160,5120,5120,5120,5120
gTileset_Contest,9,0,0,25120,25120,25136,25136,4096,4096,4096,4096
gTileset_Contest,10,0,0,25120,25121,25136,25137,4096,4096,4096,4096
gTileset_Contest,11,0,0,26129,25104,26129,25104,4096,4096,4096,4096
gTileset_Contest,12,0,1,33284,33285,33300,33301,25356,25357,25372,25403
gTileset_Contest,13,0,1,33284,33285,33300,33300,25357,25357,25371,26395
gTileset_Contest,14,0,1,34309,34308,33300,34324,26381,26380,26427,26396
gTileset_Contest,15,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,16,0,1,37417,37400,37417,37400,25152,25153,5120,5120
gTileset_Contest,17,0,1,37400,37400,37400,37400,25152,25153,4096,4096
gTileset_Contest,18,0,1,37400,37401,37400,37401,25152,25153,4096,4096
gTileset_Contest,19,0,1,37400,37400,37400,37400,4096,4096,4096,4096
gTileset_Contest,20,0,1,33284,33285,33300,33301,25372,25387,25372,25419
gTileset_Contest,21,0,1,25373,25373,25355,25355,25373,25373,25355,25355
gTileset_Contest,22,0,1,33300,34308,33300,34324,26411,26396,26443,26396
gTileset_Contest,23,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,24,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,25,0,1,25496,25497,25512,25513,25464,25465,25480,25481
gTileset_Contest,26,0,0,26130,25104,26129,25104,4096,4096,4096,4096
gTileset_Contest,27,0,0,25104,25106,25104,25105,4096,4096,4096,4096
gTileset_Contest,28,0,1,33284,33285,33300,33301,25388,25389,25404,25405
gTileset_Contest,29,0,1,33284,33285,33300,33301,25389,25389,25405,25405
gTileset_Contest,30,0,1,34309,34308,34325,34324,26413,26412,26429,26428
gTileset_Contest,31,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,32,0,0,33356,33357,33372,33354,0,0,0,0
gTileset_Contest,33,0,0,33357,33357,33370,33354,0,0,0,0
gTileset_Contest,34,0,0,33357,34380,33370,34396,0,1024,0,1024
gTileset_Contest,35,0,0,33354,34396,33370,34396,0,1024,0,1024
gTileset_Contest,36,0,1,33284,33285,33284,33285,25372,25387,25372,25387
gTileset_Contest,37,0,1,25373,25373,25373,25373,25373,25373,25373,25373
gTileset_Contest,38,0,1,33300,34308,33300,34308,26411,26396,26411,26396
gTileset_Contest,39,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,40,0,0,33372,33370,33372,33354,0,0,0,0
gTileset_Contest,41,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,42,0,0,33352,34396,33368,34396,0,1024,0,1024
gTileset_Contest,43,0,0,33354,34396,33368,34396,0,1024,0,1024
gTileset_Contest,44,0,0,37417,37400,37417,37400,5120,5120,5120,5120
gTileset_Contest,45,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,46,0,0,37400,37401,37400,37401,4096,4096,4096,4096
gTileset_Contest,47,0,0,25120,25120,25136,25136,4096,4096,4096,4096
gTileset_Contest,48,0,0,33358,33370,33370,33354,0,0,0,0
gTileset_Contest,49,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,50,0,0,33352,34382,33368,33369,0,1024,0,0
gTileset_Contest,51,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,52,0,0,37417,37400,37416,37432,5120,5120,0,0
gTileset_Contest,53,0,0,37400,37400,37432,37432,4096,4096,0,0
gTileset_Contest,54,0,0,37400,37401,37432,37433,4096,4096,0,0
gTileset_Contest,55,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,56,49,1,33372,33370,33372,33354,41808,41809,41824,41825
gTileset_Contest,57,48,1,33352,34396,33370,34396,42833,42832,42849,42848
gTileset_Contest,58,0,1,45569,45569,37400,37400,37384,37384,25506,37766
gTileset_Contest,59,0,1,45569,45569,37400,37400,37385,37385,37767,25506
gTileset_Contest,60,0,1,37400,37400,29234,29235,25152,25153,33620,33621
gTileset_Contest,61,0,1,37400,37400,29235,29235,25152,25153,33621,33621
gTileset_Contest,62,0,1,37400,37400,30259,30258,25152,25153,33621,34644
gTileset_Contest,63,0,0,33354,33370,33370,33354,29538,30562,29554,30578
gTileset_Contest,64,49,1,33372,33370,33372,33354,41840,41841,41856,41857
gTileset_Contest,65,48,1,33354,34396,33370,34396,42865,42864,42881,42880
gTileset_Contest,66,0,1,37400,37400,37432,37432,0,37782,0,0
gTileset_Contest,67,0,1,37400,37400,37432,37432,37783,0,0,0
gTileset_Contest,68,0,1,29250,29251,29266,29267,33636,33637,33652,33653
gTileset_Contest,69,0,1,29251,29251,29267,29267,33637,33637,33653,33653
gTileset_Contest,70,0,1,30275,30274,30291,30290,33637,34660,33653,34676
gTileset_Contest,71,0,1,33354,33370,33370,33354,29570,30594,25490,26514
gTileset_Contest,72,49,1,33352,33368,33368,33352,41808,41809,41824,41825
gTileset_Contest,73,48,1,33352,33368,33368,33352,42833,42832,42849,42848
gTileset_Contest,74,0,0,33352,33368,33368,33352,29538,30562,29554,30578
gTileset_Contest,75,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,76,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,77,0,1,45569,45569,37432,37432,37384,37385,5,6
gTileset_Contest,78,0,1,45569,45569,37400,37400,37384,37385,37766,37767
gTileset_Contest,79,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,80,49,1,33354,33370,33370,33354,41840,41841,41856,41857
gTileset_Contest,81,48,1,33354,33370,33370,33354,42865,42864,42881,42880
gTileset_Contest,82,0,1,33352,33368,33368,33352,29570,30594,25490,26514
gTileset_Contest,83,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,84,0,1,37400,37400,37432,37432,25464,25465,25480,25481
gTileset_Contest,85,0,1,33354,33370,33370,33354,53,54,4096,4096
gTileset_Contest,86,0,1,37400,37400,37432,37432,37782,37783,0,0
gTileset_Contest,87,0,0,0,0,0,0,0,0,0,0
gTileset_Contest,88,0,1,33352,33368,33368,33352,4096,4096,4096,4096
gTileset_Contest,89,0,1,33352,33368,33368,33352,4096,4096,4096,4096
gTileset_Contest,90,0,1,45569,45569,37400,37400,37384,37385,0,0
gTileset_Contest,91,0,1,45569,45569,37401,37402,37385,37386,25504,26528
gTileset_Contest,92,0,1,45569,45569,37403,38427,37387,38411,25506,25506
gTileset_Contest,93,0,1,45569,45569,38426,37417,38410,37385,25504,26528
gTileset_Contest,94,0,0,33354,33370,33370,33352,4096,4096,4096,4096
gTileset_Contest,95,0,0,33354,33370,33368,33352,4096,4096,4096,4096
gTileset_Contest,96,0,0,33352,33368,33368,33352,4096,4096,4096,4096
gTileset_Contest,97,0,0,33354,33370,33370,33354,4096,4096,4096,4096
gTileset_Contest,98,0,1,37400,37400,37432,37432,0,0,0,0
