map,Route128_Layout,width,120,height,40,primary,gTileset_General,secondary,gTileset_Mossdeep
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
22,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057A,0x1071,0x1071,0x057C,0x1170,0x1170,0x114E,0x1250,0x1251,0x114E,0x1170,0x0550,0x0551,0x11BD,0x11A3,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x11B7,0x0550,0x0551,0x1170,0x114E,0x1254,0x1250,0x1256,0x114E,0x1170,0x1170,0x1170,0x11BD,0x11A3,0x319E,0x319E,0x319E,0x11A4,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x114E,0x1256,0x1256,0x1256,0x1256,0x114E,0x114E,0x114E,0x114E,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0582,0x0479,0x0479,0x0479,0x0479,0x0479,0x0489,0x047B,0x147C,0x147C,0x147D,0x1071,0x0474,0x0479,0x0584,0x1170,0x1170
23,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1215,0x057A,0x046B,0x046D,0x057C,0x1170,0x1170,0x114E,0x1254,0x1252,0x114E,0x1170,0x0558,0x0559,0x1170,0x11BD,0x11BE,0x11A3,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x11A4,0x11BF,0x0558,0x0559,0x1170,0x114E,0x1254,0x1254,0x1256,0x114E,0x1170,0x1170,0x1170,0x1170,0x11BD,0x11BE,0x11BE,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x114E,0x114E,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x1170,0x1170,0x0582,0x0479,0x0489,0x1071,0x1071,0x0474,0x0584,0x1170,0x1170,0x1170,0x1170
24,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1215,0x057A,0x0473,0x0475,0x057C,0x1213,0x1170,0x1170,0x114E,0x1252,0x1242,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x11BD,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x114E,0x1244,0x1254,0x1254,0x1256,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x0582,0x147C,0x147C,0x0584,0x1170,0x1575,0x0576,0x1575,0x1576
25,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1215,0x057A,0x049B,0x049C,0x057C,0x173B,0x173D,0x1170,0x1170,0x114E,0x1251,0x1242,0x114E,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x114E,0x1244,0x1250,0x125F,0x1254,0x114E,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1575,0x1576,0x057D,0x057E,0x157D,0x157E
26,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1215,0x1582,0x0489,0x1071,0x057C,0x057D,0x057E,0x1170,0x1170,0x1170,0x114E,0x125B,0x1251,0x1242,0x114E,0x114E,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x114E,0x1244,0x1250,0x125B,0x125F,0x114E,0x114E,0x11AD,0x31AE,0x31AE,0x31AE,0x31AE,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170
27,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1221,0x057A,0x1071,0x057C,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x114E,0x125B,0x1251,0x1242,0x114E,0x114E,0x114E,0x114E,0x114E,0x114E,0x114E,0x114E,0x114E,0x123C,0x1250,0x125F,0x1250,0x114E,0x1170,0x11AD,0x319B,0x055E,0x0557,0x055F,0x319E,0x319C,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x31AE,0x319B,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319C,0x11AF,0x1170,0x073B,0x073D,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
28,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057A,0x0474,0x0584,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x114E,0x114E,0x125B,0x125B,0x1251,0x1242,0x1243,0x1243,0x1243,0x1243,0x1243,0x1244,0x1254,0x1250,0x114E,0x1170,0x11AD,0x319B,0x319E,0x056E,0x0479,0x056F,0x319E,0x319E,0x11B7,0x1170,0x1170,0x0550,0x0551,0x1170,0x11AD,0x31AE,0x319B,0x319E,0x319E,0x319E,0x355E,0x355F,0x319E,0x319E,0x319E,0x355E,0x355F,0x319E,0x1562,0x0551,0x057D,0x057E,0x073B,0x073D,0x0550,0x0551,0x1170,0x0558,0x0559,0x073B,0x073C,0x073D,0x1170,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
29,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0223,0x1170,0x0582,0x0584,0x1170,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x1251,0x125D,0x125B,0x125B,0x125B,0x125B,0x125B,0x125B,0x125B,0x125F,0x114E,0x1170,0x1170,0x11B5,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x11A4,0x11BF,0x1170,0x1170,0x0558,0x0559,0x11AD,0x319B,0x319E,0x319E,0x319E,0x319E,0x319E,0x356E,0x356F,0x319E,0x319E,0x319E,0x356E,0x356F,0x319E,0x156A,0x0559,0x1170,0x1170,0x057D,0x057E,0x0558,0x0559,0x0550,0x0551,0x1170,0x057A,0x0071,0x057C,0x1170,0x173B,0x073C,0x073C,0x073C,0x073C,0x073C,0x073C,0x173D,0x1170,0x1170,0x1170,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
30,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x31AE,0x31AE,0x11AF,0x1170,0x1170,0x114E,0x114E,0x125B,0x125B,0x125B,0x125B,0x125B,0x125B,0x125B,0x125B,0x114E,0x1170,0x1170,0x11BD,0x11A3,0x319E,0x319E,0x319E,0x11A4,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x055E,0x0557,0x0557,0x0557,0x0557,0x0557,0x055F,0x11A4,0x11BF,0x073B,0x073D,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x0582,0x0479,0x0584,0x1170,0x057A,0x146B,0x106C,0x106C,0x106C,0x146D,0x106C,0x073E,0x073C,0x073C,0x173D,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1575,0x1576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
31,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x1170,0x173B,0x173D,0x1170,0x1170,0x11AD,0x319B,0x355E,0x355F,0x319C,0x11AF,0x1170,0x1170,0x1170,0x114E,0x1256,0x1256,0x1256,0x1256,0x1256,0x1256,0x124A,0x114E,0x1170,0x1170,0x1170,0x11BD,0x11BE,0x11BE,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x319B,0x319E,0x319E,0x319E,0x319E,0x055E,0x0557,0x04BE,0x046B,0x006C,0x006C,0x006C,0x046D,0x0567,0x1562,0x0551,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x057A,0x147B,0x1489,0x1071,0x1071,0x10BE,0x106C,0x106C,0x106C,0x046D,0x073E,0x073C,0x073C,0x073C,0x073C,0x073C,0x073C,0x173D,0x1170,0x157D,0x157E,0x1575,0x1576,0x1575,0x1576,0x1170,0x1170,0x1170,0x1170
32,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x057A,0x057C,0x1217,0x1170,0x11B5,0x319E,0x356E,0x356F,0x319E,0x11B7,0x1170,0x1170,0x1170,0x114E,0x1256,0x1256,0x1256,0x1256,0x1256,0x124A,0x1255,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x319B,0x319E,0x319E,0x319E,0x319E,0x055E,0x04BE,0x046B,0x006C,0x00BE,0x0474,0x047C,0x047C,0x047D,0x0567,0x156A,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x0582,0x0489,0x147B,0x147C,0x1489,0x1071,0x1071,0x1071,0x1071,0x10BE,0x106C,0x106C,0x106C,0x106C,0x046D,0x1071,0x1071,0x073E,0x173D,0x1170,0x1170,0x057D,0x057E,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170
33,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x057A,0x173E,0x173D,0x1170,0x11BD,0x11A3,0x319E,0x319E,0x11A4,0x11BF,0x1170,0x1170,0x114E,0x1244,0x124C,0x1256,0x1256,0x1256,0x1256,0x1252,0x1255,0x1242,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x319B,0x355E,0x355F,0x055E,0x0557,0x0557,0x04BE,0x046B,0x00BE,0x0474,0x047C,0x047D,0x0474,0x0479,0x0479,0x056F,0x11B7,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0582,0x0479,0x0489,0x147B,0x1489,0x1071,0x1071,0x1071,0x1071,0x1071,0x1071,0x1071,0x1071,0x10BE,0x106C,0x046D,0x1071,0x073E,0x073C,0x1576,0x1170,0x1170,0x1170,0x1170,0x1575,0x1576,0x0550,0x0551
34,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057A,0x1071,0x057C,0x1170,0x1170,0x11BD,0x11BE,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x114E,0x1250,0x125F,0x124C,0x1256,0x114E,0x114E,0x114E,0x114E,0x114E,0x1242,0x114E,0x114E,0x114E,0x114E,0x114E,0x114E,0x114E,0x114E,0x114E,0x1170,0x1170,0x11B5,0x319E,0x356E,0x356F,0x0566,0x046B,0x006C,0x006C,0x00BE,0x0474,0x047D,0x0474,0x0479,0x056F,0x11A4,0x11BE,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057A,0x1071,0x147B,0x147C,0x147C,0x147C,0x147C,0x1489,0x1071,0x1071,0x1071,0x1071,0x0474,0x147D,0x1071,0x0474,0x0479,0x0584,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x0558,0x0559
35,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057A,0x1071,0x057C,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x1254,0x114E,0x114E,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x114E,0x114E,0x125B,0x125B,0x125B,0x125B,0x114E,0x114E,0x114E,0x1170,0x1170,0x11B5,0x319E,0x319E,0x319E,0x0566,0x047B,0x047C,0x047C,0x047C,0x047D,0x0474,0x056F,0x11A4,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0582,0x0479,0x0479,0x0479,0x0479,0x1489,0x1071,0x147B,0x147C,0x147C,0x147C,0x147C,0x147D,0x1071,0x0474,0x0584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
36,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0582,0x0489,0x057C,0x1213,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x1244,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x114E,0x114E,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x11BD,0x11A3,0x319E,0x319E,0x056E,0x0479,0x0479,0x0479,0x0479,0x0479,0x056F,0x11A4,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0582,0x147C,0x0479,0x0479,0x0479,0x0479,0x0479,0x0479,0x0479,0x0584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
37,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1213,0x057A,0x173E,0x173D,0x0550,0x0551,0x1170,0x1170,0x114E,0x114E,0x114E,0x114E,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11BD,0x0568,0x0569,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
38,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0617,0x0582,0x0489,0x057C,0x0558,0x0559,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x073B,0x073D,0x073B,0x073D,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
39,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0617,0x0617,0x1582,0x157E,0x1170,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
